Artist,Album,Track,Timestamp
Rihanna,The Official Uk Top 40 Singles Chart 31-07-2011,California King Bed,12/15/12 10:27
Coldplay,Mylo Xyloto,Don't Let It Break Your Heart,12/15/12 10:13
Matchbox Twenty,More Than You Think You Are,Unwell,12/15/12 07:35
Trey Songz,Billboard USA Top 40,Heart Attack,12/15/12 06:22
Luke Bryan,USA Top 100 Debut,Kiss Tomorrow Goodbye,12/15/12 06:07
Tippu Kunal Ganjawala,GALIPATA,Aakasha Ishteyaakideyo,12/15/12 05:50
Tim Berg,UK Top 40 Singles Chart 14-11-2010,Seek Bromance,12/11/12 17:42
Boys,Boys,Dating,12/11/12 04:28
Staind,Break the Cycle,Outside,12/6/12 15:58
Alexis Jordan,The Official UK Top 40 Singles Chart 03-04-2011,Good Girl,12/6/12 04:34
Hootie & The Blowfish,,Hold My Hand,12/5/12 15:42
Death Cab for Cutie,Plans,I Will Follow You Into The Dark,12/5/12 15:29
Black Sabbath,Paranoid (Black Box: Disc 2),Iron Man,12/5/12 13:57
The Rolling Stones,The Rolling Stone Magazines 500 Greatest Songs Of All Time,Honky Tonk Woman,12/5/12 13:30
Blondie,The Rolling Stone Magazines 500 Greatest Songs Of All Time,Call Me,12/5/12 13:15
Lamb of God,Sacrament,Walk With Me In Hell,12/1/12 07:21
Crazy Town,The Gift of Game,Butterfly,12/1/12 06:58
Clint Mansell,Lord of the Rings - The Two Towers Trailer,Requiem for a Dream (Orchestral Version),11/30/12 05:07
The Wanted,The Wanted,Let's Get Ugly,11/30/12 04:27
Labrinth,UK Top 40 Singles Chart 14-11-2010,Let the Sun Shine,11/30/12 02:55
McFly,UK Top 40 Singles Chart 14-11-2010,Shine a Light,11/30/12 02:29
Bryan Adams,,Run to You,11/29/12 10:03
JLS feat Tinie Tempah,The Official UK Top 40 Singles Chart 13-02-2011,Eyes Wide Shut,11/28/12 06:46
Uriah Heep,The Absolute Best Of Uriah Heep,Free Me,11/25/12 16:43
OneRepublic,,All the Right Moves,11/25/12 16:36
Noah and the Whale,The Official UK Top 40 Singles Chart 13-02-2011,L.I.F.E.G.O.E.S.O.N.,11/25/12 16:32
David Guetta,,Sexy Bitch,11/25/12 16:28
Bon Jovi,Crossroads,Bed Of Roses,11/25/12 16:17
Kings of Leon,Come Around Sundown,The End,11/25/12 16:11
Don Henley,The Rolling Stone Magazines 500 Greatest Songs Of All Time,The Boys Of Summer,11/25/12 16:07
Ozzy Osbourne,,Paranoid,11/25/12 15:58
Gorillaz,,Feel Good Inc.,11/25/12 15:51
Oasis,Stop The Clocks [Disc 2],Champagne Supernova,11/25/12 15:42
Basshunter,LOL,Professional Party People,11/25/12 15:30
Kings of Leon,Only by the Night,Manhattan,11/25/12 15:27
Kings of Leon,Only by the Night,Manhattan,11/25/12 15:27
Kings of Leon,Only by the Night,Manhattan,11/25/12 15:27
Felix,,GOAhati,11/25/12 15:13
Coldplay,Mylo Xyloto,A Hopeful Transmission,11/25/12 14:44
Alicia Keys,,Un-Thinkable (I'm Ready),11/25/12 14:41
3 Doors Down,Away from the Sun,Here Without You,11/25/12 14:19
Wolfmother,Wolfmother Ep,Woman,11/25/12 14:11
Darius,Dive In,Colourblind,11/25/12 13:55
Drake,,Over,11/25/12 13:44
Armin van Buuren,Weekly radioshow A State Of Trance,A State of Trance 2005,11/25/12 13:40
GMS vs Talamasca,,Mutation,11/23/12 11:30
The Rolling Stones,The Rolling Stone Magazines 500 Greatest Songs Of All Time,Ruby Tuesday,11/23/12 11:22
Infected Mushroom,Legend Of The Black Shawarma,Slowly,11/23/12 11:06
Infected Mushroom,Legend Of The Black Shawarma,Slowly,11/23/12 11:06
Rihanna,We Found Love (feat. Calvin Harris) - Single,We Found Love (feat. Calvin Harris),11/23/12 10:52
Ray Charles,The Rolling Stone Magazines 500 Greatest Songs Of All Time,I Can't Stop Loving You,11/23/12 10:36
Ray Charles,The Rolling Stone Magazines 500 Greatest Songs Of All Time,I Can't Stop Loving You,11/23/12 10:36
Ray Charles,The Rolling Stone Magazines 500 Greatest Songs Of All Time,I Can't Stop Loving You,11/23/12 10:36
Ray Charles,The Rolling Stone Magazines 500 Greatest Songs Of All Time,I Can't Stop Loving You,11/23/12 10:36
Ray Charles,The Rolling Stone Magazines 500 Greatest Songs Of All Time,I Can't Stop Loving You,11/23/12 10:36
Ray Charles,The Rolling Stone Magazines 500 Greatest Songs Of All Time,I Can't Stop Loving You,11/23/12 10:36
Ray Charles,The Rolling Stone Magazines 500 Greatest Songs Of All Time,I Can't Stop Loving You,11/23/12 10:36
Ray Charles,The Rolling Stone Magazines 500 Greatest Songs Of All Time,I Can't Stop Loving You,11/23/12 10:36
Ray Charles,The Rolling Stone Magazines 500 Greatest Songs Of All Time,I Can't Stop Loving You,11/23/12 10:36
The Fray,Billboard Top 50 2009 [so far 08-2009],You Found Me,11/23/12 10:32
Pink Floyd,Best of Pink Floyd - CD 1,06. Hey You,11/23/12 10:28
Crazy Town,The Gift of Game,Butterfly,11/23/12 10:20
Owl City & Carly Rae Jepsen,Billboard USA Top 40,Good Time,11/20/12 02:05
Honey Singh,Papa.PK,Haye Mera Dil - Papa.PK,11/20/12 01:25
Coldplay,Mylo Xyloto,Princess of China,11/19/12 19:31
Ozzy Osbourne,Black Rain,I Don't Wanna Stop,11/19/12 19:27
Honey Singh,,15 Saal - Papa.PK,11/19/12 18:55
Yo Yo Honey Singh,International Villager,Brown Rang - www.Papa.PK,11/19/12 18:40
Owl City & Carly Rae Jepsen,Billboard USA Top 40,Good Time,11/19/12 15:19
Daughtry,Daughtry,Home,11/19/12 15:02
Staind,Break the Cycle,Outside,11/19/12 10:54
Jimi Hendrix,,Are You Experienced,11/19/12 02:30
GMS vs Astrix,,My God,11/15/12 02:35
Kings of Leon,Only by the Night,Crawl,11/14/12 06:43
Kings of Leon,Only by the Night,Crawl,11/14/12 06:43
Kings of Leon,Only by the Night,Crawl,11/14/12 06:43
Mike Posner,UK Top 40 Singles Chart 14-11-2010,Cooler Than Me,11/14/12 06:35
Stooshe,The Official UK Top 40 Singles Chart 18-03-2012,Love Me,11/14/12 06:04
Plan B,To Hell With Plan A,It don't matter,11/14/12 05:47
The Prodigy,The Fat of the Land,Firestarter,11/14/12 05:13
Shontelle,,Impossible,11/14/12 04:57
Mark Knopfler,Shangri-La,Everybody Pays,11/12/12 11:08
Mark Knopfler,Shangri-La,All That Matters,11/12/12 10:57
Sting,,Desert Rose,11/10/12 18:16
Beat Hackers,,Sub Ba Ra Feat Indra,11/10/12 04:54
Trey Songz,USA Top 100 Debut,Dive In,11/8/12 18:33
P.O.D.,Satellite,Youth Of A Nation,11/8/12 18:12
Safri Duo,Trance Energy 2001,TranceEnergy2001 (Played a live),11/8/12 17:56
Wiz Khalifa,The Official UK Top 40 Singles Chart 03-04-2011,Black And Yellow (Explicit Edit),11/8/12 11:26
McFly,UK Top 40 Singles Chart 14-11-2010,Shine a Light,11/8/12 11:09
Daughtry,Daughtry,It's Not Over,11/7/12 12:20
Alyssa Reid feat Jump Smokers,The Official UK Top 40 Singles Chart 12-02-2012,Alone Again,11/6/12 15:42
Razorlight,Mix 12,Golden Touch,11/6/12 07:54
Michael Learns to Rock,,Breaking My Heart,11/6/12 07:32
Lady Gaga,,Bad Romance,11/6/12 02:24
Ellie Goulding,Billboard USA Top 40,Lights,11/4/12 16:06
Afrojack feat. Eva Simons,UK Top 40 Singles Chart 05-12-2010,Take over control,11/2/12 12:10
Lamb of God,As the Palaces Burn,A Devil in God's Country,11/2/12 11:25
Pitbull feat. Marc Anthony,,Rain Over Me (Radio Edit),11/2/12 03:50
Pitbull feat. Marc Anthony,,Rain Over Me (Radio Edit),11/2/12 03:50
Daughtry,,Life After You,11/2/12 03:46
Mark Knopfler,Shangri-La,Our Shangri-La,10/30/12 09:39
Swedish House Mafia,The Official UK Top 40 Singles Chart 29-05-2011,Save the World,10/30/12 09:14
Coldplay,Mylo Xyloto,Princess of China,10/29/12 07:24
Saiyuki,Charcoal Filter,Tightrope,10/28/12 14:49
Boy Hits Car,My Animal,Benkei,10/26/12 15:38
Explosions in the Sky,The Earth Is Not a Cold Dead Place,Your Hand in Mine,10/26/12 15:20
The Alan Parsons Project,M1+ Top 1000,Closer To Heaven,10/26/12 15:02
AC/DC,TNT,High Voltage,10/26/12 14:46
The Fray,How to Save a Life,Over My Head (Cable Car),10/26/12 13:05
Infected Mushroom,Legend Of The Black Shawarma,Smashing The Opponent,10/25/12 10:07
Aqua,Greatest Hits,Happy Boys and Girls,10/25/12 09:48
Foo Fighters,The Colour and the Shape,Doll,10/24/12 08:35
Sonic Flare,,Weight of this world,10/24/12 04:52
The Rolling Stones,The Rolling Stone Magazines 500 Greatest Songs Of All Time,Tumbling Dice,10/22/12 11:59
Kevin Rudolf,,I Made It (Cash Money Heroes),10/22/12 11:43
Metallica,,Buthole surfers,10/22/12 08:26
Infected Mushroom,IM the Supervisor,Muse Breaks RMX,10/21/12 09:33
Owl City,Maybe I'm Dreaming,Rainbow Veins,10/21/12 09:12
Vengaboys,Collection of 1000 Songs 90s,Kiss 1999 (1999),10/21/12 01:53
Britney Spears,The Official UK Top 40 Singles Chart 13-02-2011,Hold It Against Me,10/20/12 12:26
Matchbox Twenty,More Than You Think You Are,Unwell,10/20/12 03:16
Maroon 5,It Won't Be Soon Before Long,Better That We Break,10/20/12 02:55
Kumar Sanu,Woh Chandni Raatein,Tera Mera Pyar - www.Songs.PK,10/20/12 02:32
Death Cab for Cutie,Transatlanticism,Title and Registration,10/19/12 11:55
Aerosmith,Armageddon,I Don't Want to Miss a Thing,10/19/12 11:37
Boys,Boys,Girl Friend,10/19/12 10:47
Allegro Fudge,,Far Away,10/19/12 10:22
Boys,Boys,Dating,10/19/12 09:53
Alter Bridge,One Day Remains,Open Your Eyes,10/19/12 02:11
Muse,USA Top 100 Debut,Madness,10/18/12 09:45
Foo Fighters,The Colour and the Shape,My Hero,10/18/12 02:27
Daughtry,Daughtry,Home,10/16/12 16:55
Foo Fighters,There Is Nothing Left to Lose,Learn to Fly,10/16/12 07:51
Swedish House Mafia,The Official UK Top 40 Singles Chart 18-03-2012,Greyhound,10/16/12 01:51
Lana Del Rey,The Official UK Top 40 Singles Chart 12-02-2012,Video Games,10/15/12 18:27
Moby,Last Night,Disco Lies,10/15/12 08:42
Muse,USA Top 100 Debut,Madness,10/15/12 07:51
Skrillex,Scary Monsters and Nice Sprites,All I Ask Of You (Featuring Penny),10/15/12 06:58
Elvis Presley,The Rolling Stone Magazines 500 Greatest Songs Of All Time,That's All Right,10/14/12 16:41
JLS feat Tinie Tempah,The Official UK Top 40 Singles Chart 13-02-2011,Eyes Wide Shut,10/14/12 15:21
Rihanna,The Official UK Top 40 Singles Chart 13-02-2011,What's My Name,10/14/12 15:00
Love and Theft,Billboard USA Top 40,Angel Eyes,10/14/12 09:14
PESIT,PESIT,PULSE Aatmatrisha '12,10/13/12 10:52
Santana,Supernatural,(Da Le) Yaleo,10/12/12 19:24
Santana,Supernatural,Corazon Espinado,10/12/12 18:40
The Killers,Sam's Town,Read My Mind,10/12/12 18:15
Cliff Richard,,Living Doll,10/12/12 17:52
30 Seconds to Mars,,Kings and Queens,10/12/12 17:10
Honey Singh,Papa.PK,Khoon Vich Garmi - Papa.PK,10/12/12 16:52
Felix,,Anjuna To Assam,10/12/12 02:33
Chipmunk feat Chris Brown,The Official UK Top 40 Singles Chart 13-02-2011,Champion,10/11/12 16:58
Lamb of God,Ashes of the Wake,Hourglass,10/11/12 16:09
Yo Yo Honey Singh,International Villager,Angreji Beat Ft. Gippy Grewal - www.Papa.PK,10/11/12 15:55
Babyshambles,Shotter's Nation,Carry On Up The Morning,10/11/12 15:38
Swedish House Mafia,The Official UK Top 40 Singles Chart 29-05-2011,Save the World,10/11/12 15:15
Yo Yo Honey Singh,International Villager,Dope Shope Ft. Deep Money - www.Papa.PK,10/11/12 02:16
Sona,Woh Chandni Raatein,Bolo Na - www.Songs.PK,10/9/12 13:16
Eric Clapton,,Wonderful Tonight,10/9/12 03:02
Muse,USA Top 100 Debut,Madness,10/9/12 02:13
Nickelback,,This Afternoon,10/8/12 16:49
Maroon 5,1.22.03.Acoustic,She Will Be Loved,10/8/12 15:09
Swedish House Mafia vs. Knife Party,The Official UK Top 40 Singles Chart 12-02-2012,Antidote,10/8/12 13:37
Muse,USA Top 100 Debut,Madness,10/8/12 09:57
Muse,USA Top 100 Debut,Madness,10/8/12 02:07
The Wanted,The Official Uk Top 40 Singles Chart 08-07-2012,Chasing the Sun,10/7/12 04:05
Maroon 5,,Misery,10/6/12 04:43
Muse,USA Top 100 Debut,Madness,10/6/12 04:26
Foo Fighters,In Your Honor (disc 2),What If I Do?,10/6/12 04:15
Ustad Sultan Khan & Chitra,Woh Chandni Raatein,Piya Basanti - www.Songs.PK,10/6/12 03:52
Train,The Official Uk Top 40 Singles Chart 08-07-2012,Drive By,10/6/12 03:24
Kings of Leon,Only by the Night,Be Somebody,10/5/12 11:18
Thermal And A Quarter,Singles,Clean Up,10/5/12 02:47
Love and Theft,Billboard USA Top 40,Angel Eyes,10/5/12 02:19
Boys,Boys,Dating,10/5/12 02:08
Kings of Leon,What I Saw EP,Wicker Chair,10/4/12 13:36
Maroon 5 feat Wiz Khalifa,The Official Uk Top 40 Singles Chart 08-07-2012,Payphone (Explicit Edit),10/4/12 10:40
Muse,USA Top 100 Debut,Madness,10/3/12 02:51
The Script,USA Top 100 Debut,Hall of Fame (feat. will.i.am),10/3/12 02:40
One Direction,Billboard USA Top 40,What Makes You Beautiful,10/2/12 11:26
Solder,Hard Rock Rising 2012,Irish Coffee,10/2/12 11:10
Muse,USA Top 100 Debut,Madness,10/2/12 10:54
Carrie Underwood,Billboard USA Top 40,Blown Away,10/2/12 06:35
Boys,Boys,Dating,10/2/12 06:10
Justin Bieber,Billboard USA Top 40,As Long As You Love Me Feat Big Sean,9/30/12 10:44
Solder,,All By Myself,9/30/12 10:24
Tippu Kunal Ganjawala,GALIPATA,Aakasha Ishteyaakideyo,9/30/12 09:58
Ellie Goulding,Billboard USA Top 40,Lights,9/29/12 14:49
Phillip Phillips,Billboard USA Top 40,Home,9/29/12 14:21
Jason Aldean,Billboard USA Top 40,Take A Little Ride,9/29/12 13:56
Skrillex,Scary Monsters and Nice Sprites,All I Ask Of You (Featuring Penny),9/29/12 13:31
Solder,Hard Rock Rising 2012,Irish Coffee,9/29/12 09:53
Muse,Absolution,Time Is Running Out,9/29/12 03:44
Muse,USA Top 100 Debut,Madness,9/29/12 02:40
Muse,Absolution,Time Is Running Out,9/28/12 02:39
Muse,USA Top 100 Debut,Madness,9/28/12 02:25
Allegro Fudge,,Allegro Fudge-Plight,9/27/12 02:42
Van Morrison,The Rolling Stone Magazines 500 Greatest Songs Of All Time,Moondance,9/25/12 10:20
Anggun,,Snow On The Sahara,9/25/12 10:06
Solder,Hard Rock Rising 2012,Irish Coffee,9/24/12 02:37
Owl City,Maybe I'm Dreaming,Rainbow Veins,9/23/12 12:34
Owl City,Maybe I'm Dreaming,The Saltwater Room,9/23/12 11:54
Chris Brown,The Official Uk Top 40 Singles Chart 08-07-2012,Don't Wake Me Up,9/23/12 11:48
Flo Rida,The Official Uk Top 40 Singles Chart 08-07-2012,Whistle,9/23/12 11:44
Stooshe,The Official Uk Top 40 Singles Chart 08-07-2012,Black Heart,9/23/12 11:32
Sheryl Crow,M1+ Top 1000,All I Wanna Do,9/23/12 08:01
Linkin Park,,QWERTY,9/23/12 05:58
Foo Fighters,In Your Honor (disc 1),Best of You,9/22/12 05:45
Sonic Flare,,beautiful world 10_19,9/22/12 05:33
P!nk,Billboard USA Top 40,Blow Me (One Last Kiss),9/21/12 14:42
Foo Fighters,Foo Fighters,Big Me,9/21/12 14:29
Wiz Khalifa,Billboard USA Top 40,Work Hard Play Hard,9/21/12 00:19
One Direction,Billboard USA Top 40,What Makes You Beautiful,9/21/12 00:15
Muse,USA Top 100 Debut,Madness,9/20/12 23:03
Maroon 5 feat Wiz Khalifa,The Official Uk Top 40 Singles Chart 08-07-2012,Payphone (Explicit Edit),9/20/12 09:15
Fun feat Janelle Monáe,The Official Uk Top 40 Singles Chart 08-07-2012,We Are Young,9/20/12 09:06
Fun feat Janelle Monáe,The Official Uk Top 40 Singles Chart 08-07-2012,We Are Young,9/20/12 09:06
Owl City & Carly Rae Jepsen,Billboard USA Top 40,Good Time,9/19/12 11:53
Jal,Woh Chandni Raatein,Aadat - www.Songs.PK,9/19/12 08:09
Maroon 5,Billboard USA Top 40,One More Night,9/19/12 05:25
Train,Billboard USA Top 40,50 Ways to Say Goodbye,9/19/12 04:14
Train,Billboard USA Top 40,50 Ways to Say Goodbye,9/19/12 03:57
Fun feat Janelle Monáe,The Official Uk Top 40 Singles Chart 08-07-2012,We Are Young,9/19/12 03:45
Thermal And A Quarter,Singles,Sorry for Me,9/19/12 03:36
Thermal And A Quarter,Live,Hey Jude,9/19/12 03:24
Maroon 5 feat Wiz Khalifa,The Official Uk Top 40 Singles Chart 08-07-2012,Payphone (Explicit Edit),9/19/12 03:08
The Wanted,The Official Uk Top 40 Singles Chart 08-07-2012,Chasing the Sun,9/19/12 02:52
KK,Woh Chandni Raatein,Aasman Ke - www.Songs.PK,9/18/12 02:51
Matchbox Twenty,More Than You Think You Are,Unwell,9/18/12 02:35
Fun feat Janelle Monáe,The Official Uk Top 40 Singles Chart 08-07-2012,We Are Young,9/18/12 02:10
Allegro Fudge,,Allegro Fudge-Maximum City (Version with Rzhude David Gaurav Vaz and Noella D'Sa),9/14/12 13:41
Sonic Flare,,Until We Last-To Space And Back,9/14/12 13:01
The Wanted,The Wanted,Personal Soldier,9/13/12 05:00
The Wanted,The Wanted,Behind Bars,9/13/12 04:47
Solder,Hard Rock Rising 2012,Irish Coffee,9/13/12 04:17
The Wanted,The Official Uk Top 40 Singles Chart 08-07-2012,Chasing the Sun,9/12/12 12:58
The Wanted,The Official Uk Top 40 Singles Chart 08-07-2012,Chasing the Sun,9/12/12 02:19
Demonic Resurrection,,Frozen Portrait,9/11/12 02:30
Solder,Hard Rock Rising 2012,Irish Coffee,9/9/12 06:24
Fun feat Janelle Monáe,The Official Uk Top 40 Singles Chart 08-07-2012,We Are Young,9/7/12 16:18
Calvin Harris,The Official Uk Top 40 Singles Chart 08-07-2012,Let's Go,9/7/12 16:04
Solder,Hard Rock Rising 2012,Irish Coffee,9/4/12 02:25
Oasis,Heathen Chemistry,Little By Llittle,9/3/12 16:43
Daughtry,Daughtry,Home,9/3/12 02:07
Jaron And The Long Road To Love,Greatest Hits: Non-Chris Brown Edition,Pray For You,9/1/12 07:33
Infected Mushroom,Converting Vegetarians: Trance Side,Deeply Disturbed,9/1/12 05:14
Owl City,Maybe I'm Dreaming,West Coast Friendship,8/31/12 07:57
Owl City,Maybe I'm Dreaming,I'll Meet You There,8/31/12 07:53
Owl City,Maybe I'm Dreaming,Rainbow Veins,8/31/12 07:44
Oasis,,Love Like a Bomb,8/31/12 07:39
Gorillaz,Gorillaz,Sound Check (Gravity),8/31/12 02:43
Infected Mushroom,Legend Of The Black Shawarma,Slowly,8/31/12 02:31
Cover- Philip John,Nathaniel School of Music,The Shadow of the Day & Use Somebody (Medley),8/30/12 17:48
deadmau5,,Slip,8/30/12 14:10
Kings of Leon,Only by the Night,Sex on Fire,8/30/12 13:29
Usher,The Official Uk Top 40 Singles Chart 08-07-2012,Scream,8/30/12 13:18
Swedish House Mafia,The Official UK Top 40 Singles Chart 29-05-2011,Save the World,8/30/12 13:07
Enigma,,Sadnes (pt-1),8/30/12 07:47
Skrillex,More Monsters And Sprites,Ruffneck (FULL Flex),8/30/12 07:31
The Wanted,UK Top 40 Singles Chart 14-11-2010,All Time Low,8/30/12 03:20
Kings of Leon,Only by the Night,Revelry,8/29/12 16:12
Muse,Futurism,Resistance (Remix),8/29/12 16:04
Kings of Leon,Come Around Sundown,Radioactive,8/29/12 15:51
Infected Mushroom,The Gathering,Psycho,8/29/12 15:45
Stellvia,Angela,Dear my Best Friend,8/29/12 13:28
Maroon 5,Songs About Jane,She Will Be Loved,8/29/12 13:11
Lucky Ali,Woh Chandni Raatein,Dekha Hai Aise Bhi - www.Songs.PK,8/28/12 16:44
Jal,Woh Chandni Raatein,Aadat - www.Songs.PK,8/28/12 15:40
Iron Maiden,Iron Maiden,Phantom of the Opera,8/28/12 02:31
Maroon 5 feat Wiz Khalifa,The Official Uk Top 40 Singles Chart 08-07-2012,Payphone (Explicit Edit),8/28/12 02:24
Kings of Leon,Only by the Night,Use Somebody,8/27/12 01:38
Daughtry,Daughtry,What About Now,8/27/12 01:13
Daughtry,Daughtry,Over You,8/26/12 16:39
Swedish House Mafia,The Official UK Top 40 Singles Chart 29-05-2011,Save the World,8/26/12 12:54
Enigma,,Sadnes (pt-3),8/26/12 12:37
Daughtry,Daughtry,It's Not Over,8/26/12 12:23
Muse,Futurism,Resistance (Remix),8/25/12 13:38
Foo Fighters,In Your Honor (disc 2),Razor,8/25/12 13:27
Rita Ora,The Official Uk Top 40 Singles Chart 08-07-2012,R.I.P,8/25/12 03:25
Rammstein,,Pussy,8/25/12 03:17
Foo Fighters,Echoes Silence Patience & Grace,The Pretender,8/25/12 02:48
Nicki Minaj,The Official Uk Top 40 Singles Chart 08-07-2012,Pound The Alarm (Explicit Edit),8/25/12 02:40
Plan B,,Plan B-Like rain (acoustic demo),8/24/12 15:10
Abhijit Pohankar,Woh Chandni Raatein,Piya Bavari - www.Songs.PK,8/24/12 15:01
Maroon 5 feat Wiz Khalifa,The Official Uk Top 40 Singles Chart 08-07-2012,Payphone (Explicit Edit),8/24/12 14:52
Sonic Flare,,Until We Last-To Space And Back,8/24/12 13:32
Sonic Flare,,beautiful world 10_19,8/24/12 13:32
Thermal And A Quarter,Live,Hey Jude,8/24/12 13:07
Skrillex,Scary Monsters and Nice Sprites,All I Ask Of You (Featuring Penny),8/24/12 11:12
Skrillex,More Monsters And Sprites,Ruffneck (FULL Flex),8/24/12 07:22
Air,UNO Remixes,Farewell Song (UNO Remix Ver.),8/24/12 02:35
Thermal And A Quarter,Singles,Clean Up,8/23/12 16:23
Allegro Fudge,,Allegro Fudge-Plight,8/23/12 13:18
Modern Talking,,04. MODERN TALKING = CHERI CH,8/23/12 13:03
Solder,Hard Rock Rising 2012,Irish Coffee,8/23/12 12:45
The Fray,Billboard Top 50 2009 [so far 08-2009],You Found Me,8/23/12 07:50
Air Supply,Billboard Top 100 of 1981,One That You Love The,8/22/12 12:16
Oasis,Stop The Clocks [Disc 2],Don't Look Back in Anger,8/22/12 12:10
Aqua,Greatest Hits,Roses Are Red,8/22/12 11:56
Owl City,Maybe I'm Dreaming,I'll Meet You There,8/22/12 02:32
Whigfield,Collection of 1000 Songs 90s,Another day (1995),8/21/12 14:07
The Fray,How to Save a Life,How to Save a Life,8/21/12 02:26
Swedish House Mafia vs. Knife Party,The Official UK Top 40 Singles Chart 12-02-2012,Antidote,8/21/12 02:17
Swedish House Mafia vs. Knife Party,The Official UK Top 40 Singles Chart 12-02-2012,Antidote,8/21/12 02:17
Swedish House Mafia vs. Knife Party,The Official UK Top 40 Singles Chart 12-02-2012,Antidote,8/21/12 02:17
Muse,Futurism,Undisclosed Desires (Remix),8/21/12 01:57
Daughtry,Daughtry,It's Not Over,8/20/12 13:20
Astrix,,Oranda,8/20/12 13:08
Lucky Ali,Woh Chandni Raatein,Dekha Hai Aise Bhi - www.Songs.PK,8/20/12 12:18
Lucky Ali,Woh Chandni Raatein,Dekha Hai Aise Bhi - www.Songs.PK,8/20/12 12:18
Ayushmann Khurrana,Vicky Donor,Pani Da Rang (Male) - www.Songs.PK,8/18/12 11:18
Ayushmann Khurrana,Vicky Donor,Pani Da Rang (Male) - www.Songs.PK,8/18/12 11:18
Foo Fighters,Wasting Light,I Should Have Known,8/17/12 13:36
Foo Fighters,One by One,Lonely As You,8/17/12 08:26
Foo Fighters,Skin And Bones,Big Me,8/17/12 08:08
Kings of Leon,Come Around Sundown,The End,8/17/12 07:56
Kings of Leon,Come Around Sundown,The End,8/17/12 07:56
Oasis,,Champagne Supernova,8/17/12 02:39
Maroon 5,It Won't Be Soon Before Long,Back at Your Door,8/17/12 02:28
Massive Attack,,Acid Jazz and Trip Hop - Massi,8/17/12 02:17
Foo Fighters,Foo Fighters,For All the Cows,8/17/12 02:10
Kings of Leon,Come Around Sundown,Pyro,8/16/12 13:02
deadmau5,,Not Exactly,8/16/12 12:57
Kings of Leon,Only by the Night,Use Somebody,8/16/12 08:18
Kings of Leon,Only by the Night,I Want You,8/15/12 10:55
Infected Mushroom,Legend Of The Black Shawarma,End of the Road,8/14/12 13:14
Kings of Leon,Only by the Night,Closer,8/14/12 12:17
Snow Patrol,Eyes Open,Chasing Cars,8/13/12 01:52
Amitabh Bachchan,,Ekla Chalo Re By Amitabh Bachchan (Kahaani-2012)- Mayur Sejpal.,8/5/12 11:12
Ustad Sultan Khan & Chitra,Woh Chandni Raatein,Piya Basanti - www.Songs.PK,8/4/12 09:35
Boney M.,,Young free u Single,8/1/12 11:51
Solder,Hard Rock Rising 2012,Irish Coffee,8/1/12 11:35
Solder,Hard Rock Rising 2012,Irish Coffee,8/1/12 08:15
Train,The Official Uk Top 40 Singles Chart 08-07-2012,Drive By,7/31/12 09:28
Owl City,Maybe I'm Dreaming,I'll Meet You There,7/31/12 06:51
Carly Rae Jepsen,The Official Uk Top 40 Singles Chart 08-07-2012,Call Me Maybe,7/31/12 06:19
Solder,Hard Rock Rising 2012,Irish Coffee,7/30/12 16:25
Swedish House Mafia,The Official UK Top 40 Singles Chart 29-05-2011,Save the World,7/30/12 06:24
Daughtry,Daughtry,It's Not Over,7/26/12 19:34
Inna,Hot,Amazing,7/26/12 19:17
Train,Save Me San Francisco,Hey Soul Sister,7/26/12 19:00
Lady Antebellum,Need You Now,American Honey,7/26/12 18:49
Incubus,,Drive,7/26/12 18:33
Boney M.,,White Christmas,7/24/12 13:32
Solder,,Passerby,7/24/12 13:16
Boney M.,,The First Noel (V),7/24/12 03:47
Modern Talking,,04. MODERN TALKING = CHERI CH,7/24/12 03:33
Thermal And A Quarter,Singles - Live,Mighty Strange,7/21/12 13:46
Boney M.,,Silent Night,7/21/12 06:31
Boney M.,,Ribbons of Blue,7/21/12 05:41
Boney M.,,White Christmas,7/21/12 05:26
Mark Knopfler,Shangri-La,Our Shangri-La,7/19/12 15:51
Silk Route,,Humsafar,7/19/12 15:30
Silk Route,,Sabse Peechhe Hum Khade,7/19/12 15:11
Kumar Sanu,Woh Chandni Raatein,Tera Mera Pyar - www.Songs.PK,7/19/12 14:06
Amitabh Bachchan,,Ekla Chalo Re By Amitabh Bachchan (Kahaani-2012)- Mayur Sejpal.,7/19/12 13:55
OneRepublic,Waking Up,Good Life,7/19/12 13:45
Enigma,,Principles of Lust,7/19/12 13:30
OneRepublic,Waking Up,Made for You,7/19/12 13:21
Swedish House Mafia,UK Top 40 Singles Chart 19-09-2010,One (Your Name) (Original Mix),7/19/12 13:18
Swedish House Mafia vs Tinie Tempah,UK Top 40 Singles Chart 14-11-2010,Miami 2 Ibiza,7/19/12 13:07
Lucky Ali,Woh Chandni Raatein,Dekha Hai Aise Bhi - www.Songs.PK,7/19/12 03:48
Vishal Dadlani & Sunidhi Chauhan,Vicky Donor,Mar Jayian (Romantic) - www.Songs.PK,7/19/12 03:18
Westlife,Coast to Coast,My Love,7/19/12 02:56
Swedish House Mafia,UK Top 40 Singles Chart 19-09-2010,One (Your Name) (Original Mix),7/18/12 18:04
Skrillex,Bangarang EP,Bangarang (Original mix),7/18/12 17:48
The Fray,Acoustic in Nashville: Bootleg No. 2,Vienna (Live),7/18/12 17:36
Youth Group,The OC OST,Forever Young,7/18/12 17:11
